epoch_time;nat_demand;Holiday_ID;holiday;school
1420988400;1009.01;0;0;0
1420992000;1070.38;0;0;0
1420995600;1070.60;0;0;0
1420999200;1073.15;0;0;0
1421002800;1064.03;0;0;0
1421006400;1060.63;0;0;0
1421010000;1030.89;0;0;0
1421013600;1015.49;0;0;0
1421017200;1073.74;0;0;0
1421020800;1113.44;0;0;0
1421024400;1122.25;0;0;0
1421028000;1095.66;0;0;0
1421031600;1046.81;0;0;0
1421035200;1010.91;0;0;0
1421038800;968.94;0;0;0
1421042400;941.55;0;0;0
1421046000;898.34;0;0;0
1421049600;881.84;0;0;0
1421053200;870.57;0;0;0
1421056800;876.85;0;0;0
1421060400;903.80;0;0;0
1421064000;1018.34;0;0;0
1421067600;1228.57;0;0;0
1421071200;1317.07;0;0;0
1421074800;1413.03;0;0;0
1421078400;1452.00;0;0;0
1421082000;1439.25;0;0;0
1421085600;1468.92;0;0;0
1421089200;1466.24;0;0;0
1421092800;1420.97;0;0;0
1421096400;1352.06;0;0;0
1421100000;1218.53;0;0;0
1421103600;1214.66;0;0;0
1421107200;1247.04;0;0;0
1421110800;1196.36;0;0;0
1421114400;1179.70;0;0;0
1421118000;1113.09;0;0;0
1421121600;1069.62;0;0;0
1421125200;1008.60;0;0;0
1421128800;963.51;0;0;0
1421132400;932.99;0;0;0
1421136000;914.55;0;0;0
1421139600;890.04;0;0;0
1421143200;898.93;0;0;0
1421146800;938.52;0;0;0
1421150400;1032.05;0;0;0
1421154000;1231.30;0;0;0
1421157600;1342.19;0;0;0
1421161200;1400.62;0;0;0
1421164800;1418.53;0;0;0
1421168400;1399.33;0;0;0
1421172000;1431.86;0;0;0
1421175600;1434.06;0;0;0
1421179200;1410.42;0;0;0
1421182800;1343.89;0;0;0
1421186400;1226.88;0;0;0
1421190000;1230.86;0;0;0
1421193600;1245.71;0;0;0
1421197200;1208.05;0;0;0
1421200800;1174.63;0;0;0
1421204400;1114.66;0;0;0
1421208000;1064.19;0;0;0
1421211600;1002.26;0;0;0
1421215200;978.67;0;0;0
1421218800;961.13;0;0;0
1421222400;949.91;0;0;0
1421226000;941.18;0;0;0
1421229600;947.09;0;0;0
1421233200;978.10;0;0;0
1421236800;1057.75;0;0;0
1421240400;1241.22;0;0;0
1421244000;1344.36;0;0;0
1421247600;1398.41;0;0;0
1421251200;1430.86;0;0;0
1421254800;1425.25;0;0;0
1421258400;1452.88;0;0;0
1421262000;1453.33;0;0;0
1421265600;1407.66;0;0;0
1421269200;1344.75;0;0;0
1421272800;1246.36;0;0;0
1421276400;1241.16;0;0;0
1421280000;1266.28;0;0;0
1421283600;1239.08;0;0;0
1421287200;1198.76;0;0;0
1421290800;1147.53;0;0;0
1421294400;1078.00;0;0;0
1421298000;1009.41;0;0;0
1421301600;944.53;0;0;0
1421305200;923.31;0;0;0
1421308800;912.94;0;0;0
1421312400;908.54;0;0;0
1421316000;916.36;0;0;0
1421319600;949.94;0;0;0
1421323200;1049.52;0;0;0
1421326800;1215.54;0;0;0
1421330400;1308.87;0;0;0
1421334000;1383.55;0;0;0
1421337600;1425.13;0;0;0
1421341200;1408.91;0;0;0
1421344800;1434.37;0;0;0
1421348400;1439.27;0;0;0
1421352000;1411.92;0;0;0
1421355600;1320.21;0;0;0
1421359200;1215.59;0;0;0
1421362800;1221.78;0;0;0
1421366400;1243.93;0;0;0
1421370000;1210.11;0;0;0
1421373600;1166.80;0;0;0
1421377200;1118.97;0;0;0
1421380800;1078.68;0;0;0
1421384400;1025.31;0;0;0
1421388000;981.11;0;0;0
1421391600;959.48;0;0;0
1421395200;940.82;0;0;0
1421398800;922.62;0;0;0
1421402400;941.24;0;0;0
1421406000;949.90;0;0;0
1421409600;1053.57;0;0;0
1421413200;1214.16;0;0;0
1421416800;1310.70;0;0;0
1421420400;1392.49;0;0;0
1421424000;1419.31;0;0;0
1421427600;1407.05;0;0;0
1421431200;1439.78;0;0;0
1421434800;1442.25;0;0;0
1421438400;1400.31;0;0;0
1421442000;1323.89;0;0;0
1421445600;1213.38;0;0;0
1421449200;1237.92;0;0;0
1421452800;1259.99;0;0;0
1421456400;1222.34;0;0;0
1421460000;1187.88;0;0;0
1421463600;1179.20;0;0;0
1421467200;1053.52;0;0;0
1421470800;1000.29;0;0;0
1421474400;962.29;0;0;0
1421478000;933.32;0;0;0
1421481600;903.98;0;0;0
1421485200;901.00;0;0;0
1421488800;904.35;0;0;0
1421492400;912.51;0;0;0
1421496000;927.60;0;0;0
1421499600;1075.35;0;0;0
1421503200;1116.64;0;0;0
1421506800;1121.90;0;0;0
1421510400;1149.28;0;0;0
1421514000;1124.33;0;0;0
1421517600;1100.53;0;0;0
1421521200;1081.43;0;0;0
1421524800;1065.03;0;0;0
1421528400;1056.87;0;0;0
1421532000;1053.79;0;0;0
1421535600;1046.29;0;0;0
1421539200;1063.86;0;0;0
1421542800;1054.03;0;0;0
1421546400;1026.63;0;0;0
1421550000;982.64;0;0;0
1421553600;928.42;0;0;0
1421557200;891.43;0;0;0
1421560800;873.38;0;0;0
1421564400;844.92;0;0;0
1421568000;831.54;0;0;0
1421571600;824.38;0;0;0
1421575200;815.40;0;0;0
1421578800;785.28;0;0;0
1421582400;784.12;0;0;0
1421586000;850.11;0;0;0
1421589600;900.52;0;0;0
1421593200;947.46;0;0;0
1421596800;994.92;0;0;0
1421600400;997.65;0;0;0
1421604000;1022.30;0;0;0
1421607600;1005.50;0;0;0
1421611200;976.74;0;0;0
1421614800;950.31;0;0;0
1421618400;924.90;0;0;0
1421622000;956.63;0;0;0
1421625600;989.62;0;0;0
1421629200;937.03;0;0;0
1421632800;923.12;0;0;0
1421636400;866.15;0;0;0
1421640000;854.50;0;0;0
1421643600;921.96;0;0;0
1421647200;898.01;0;0;0
1421650800;866.32;0;0;0
1421654400;850.46;0;0;0
1421658000;840.05;0;0;0
1421661600;852.04;0;0;0
1421665200;907.98;0;0;0
1421668800;977.86;0;0;0
1421672400;1163.88;0;0;0
1421676000;1252.61;0;0;0
1421679600;1330.43;0;0;0
1421683200;1362.58;0;0;0
1421686800;1358.96;0;0;0
1421690400;1383.88;0;0;0
1421694000;1372.49;0;0;0
1421697600;1323.39;0;0;0
1421701200;1273.27;0;0;0
1421704800;1185.66;0;0;0
1421708400;1160.08;0;0;0
1421712000;1198.04;0;0;0
1421715600;1165.81;0;0;0
1421719200;1113.35;0;0;0
1421722800;1070.19;0;0;0
1421726400;1007.83;0;0;0
1421730000;899.68;0;0;0
1421733600;848.39;0;0;0
1421737200;811.20;0;0;0
1421740800;791.85;0;0;0
1421744400;792.28;0;0;0
1421748000;819.33;0;0;0
1421751600;874.86;0;0;0
1421755200;1009.90;0;0;0
1421758800;1186.30;0;0;0
1421762400;1286.73;0;0;0
1421766000;1266.33;0;0;0
1421769600;1315.26;0;0;0
1421773200;1296.38;0;0;0
1421776800;1290.20;0;0;0
1421780400;1301.92;0;0;0
1421784000;1261.63;0;0;0
1421787600;1216.88;0;0;0
1421791200;1137.62;0;0;0
1421794800;1172.49;0;0;0
1421798400;1200.90;0;0;0
1421802000;1153.69;0;0;0
1421805600;1143.18;0;0;0
1421809200;1091.78;0;0;0
1421812800;989.83;0;0;0
1421816400;877.36;0;0;0
1421820000;837.06;0;0;0
1421823600;833.30;0;0;0
1421827200;828.92;0;0;0
1421830800;836.91;0;0;0
1421834400;866.42;0;0;0
1421838000;915.33;0;0;0
1421841600;1081.17;0;0;0
1421845200;1219.74;0;0;0
1421848800;1298.20;0;0;0
1421852400;1340.41;0;0;0
1421856000;1408.87;0;0;0
1421859600;1403.60;0;0;0
1421863200;1405.30;0;0;0
1421866800;1418.15;0;0;0
1421870400;1367.21;0;0;0
1421874000;1290.70;0;0;0
1421877600;1185.47;0;0;0
1421881200;1184.86;0;0;0
1421884800;1158.35;0;0;0
1421888400;1098.43;0;0;0
1421892000;1078.14;0;0;0
1421895600;1057.94;0;0;0
1421899200;974.75;0;0;0
1421902800;939.33;0;0;0
1421906400;904.76;0;0;0
1421910000;881.78;0;0;0
1421913600;877.10;0;0;0
1421917200;871.18;0;0;0
1421920800;879.68;0;0;0
1421924400;919.59;0;0;0
1421928000;984.20;0;0;0
1421931600;1160.45;0;0;0
1421935200;1241.30;0;0;0
1421938800;1302.70;0;0;0
1421942400;1344.44;0;0;0
1421946000;1354.63;0;0;0
1421949600;1356.51;0;0;0
1421953200;1335.72;0;0;0
1421956800;1317.01;0;0;0
1421960400;1245.01;0;0;0
1421964000;1147.08;0;0;0
1421967600;1148.53;0;0;0
1421971200;1154.95;0;0;0
1421974800;1110.28;0;0;0
1421978400;1063.11;0;0;0
1421982000;1004.24;0;0;0
1421985600;963.59;0;0;0
1421989200;926.90;0;0;0
1421992800;881.87;0;0;0
1421996400;850.46;0;0;0
1422000000;830.86;0;0;0
1422003600;839.73;0;0;0
1422007200;854.20;0;0;0
1422010800;884.83;0;0;0
1422014400;972.62;0;0;0
1422018000;1160.69;0;0;0
1422021600;1247.72;0;0;0
1422025200;1314.01;0;0;0
1422028800;1334.63;0;0;0
1422032400;1325.18;0;0;0
1422036000;1340.88;0;0;0
1422039600;1345.13;0;0;0
1422043200;1324.23;0;0;0
1422046800;1227.12;0;0;0
1422050400;1178.86;0;0;0
1422054000;1188.99;0;0;0
1422057600;1190.08;0;0;0
1422061200;1159.41;0;0;0
1422064800;1108.56;0;0;0
1422068400;1061.78;0;0;0
1422072000;1011.26;0;0;0
1422075600;965.38;0;0;0
1422079200;912.43;0;0;0
1422082800;892.13;0;0;0
1422086400;874.12;0;0;0
1422090000;875.00;0;0;0
1422093600;871.62;0;0;0
1422097200;867.90;0;0;0
1422100800;923.62;0;0;0
1422104400;1082.79;0;0;0
1422108000;1159.22;0;0;0
1422111600;1212.28;0;0;0
1422115200;1228.27;0;0;0
1422118800;1191.64;0;0;0
1422122400;1149.94;0;0;0
1422126000;1140.38;0;0;0
1422129600;1161.40;0;0;0
1422133200;967.90;0;0;0
1422136800;509.84;0;0;0
1422140400;988.41;0;0;0
1422144000;1081.37;0;0;0
1422147600;1036.96;0;0;0
1422151200;1012.23;0;0;0
1422154800;993.75;0;0;0
1422158400;924.37;0;0;0
1422162000;903.11;0;0;0
1422165600;880.23;0;0;0
1422169200;833.76;0;0;0
1422172800;797.16;0;0;0
1422176400;794.66;0;0;0
1422180000;795.03;0;0;0
1422183600;786.32;0;0;0
1422187200;794.26;0;0;0
1422190800;832.48;0;0;0
1422194400;894.86;0;0;0
1422198000;957.33;0;0;0
1422201600;977.42;0;0;0
1422205200;986.87;0;0;0
1422208800;1016.87;0;0;0
1422212400;1013.74;0;0;0
1422216000;1003.35;0;0;0
1422219600;972.14;0;0;0
1422223200;973.51;0;0;0
1422226800;1014.43;0;0;0
1422230400;1056.74;0;0;0
1422234000;1059.69;0;0;0
1422237600;1048.73;0;0;0
1422241200;1014.83;0;0;0
1422244800;988.73;0;0;0
1422248400;933.08;0;0;0
1422252000;908.02;0;0;0
1422255600;878.48;0;0;0
1422259200;863.04;0;0;0
1422262800;849.61;0;0;0
1422266400;860.41;0;0;0
1422270000;892.69;0;0;0
1422273600;1002.25;0;0;0
1422277200;1174.05;0;0;0
1422280800;1292.80;0;0;0
1422284400;1328.31;0;0;0
1422288000;1362.51;0;0;0
1422291600;1367.54;0;0;0
1422295200;1386.93;0;0;0
1422298800;1382.83;0;0;0
1422302400;1339.95;0;0;0
1422306000;1295.40;0;0;0
1422309600;1179.25;0;0;0
1422313200;1161.58;0;0;0
1422316800;1189.06;0;0;0
1422320400;1148.36;0;0;0
1422324000;1107.16;0;0;0
1422327600;1062.12;0;0;0
1422331200;966.71;0;0;0
1422334800;920.52;0;0;0
1422338400;897.52;0;0;0
1422342000;869.46;0;0;0
1422345600;852.91;0;0;0
1422349200;841.41;0;0;0
1422352800;847.52;0;0;0
1422356400;874.93;0;0;0
1422360000;988.23;0;0;0
1422363600;1142.03;0;0;0
1422367200;1238.29;0;0;0
1422370800;1319.72;0;0;0
1422374400;1356.42;0;0;0
1422378000;1353.57;0;0;0
1422381600;1391.96;0;0;0
1422385200;1387.99;0;0;0
1422388800;1371.61;0;0;0
1422392400;1281.30;0;0;0
1422396000;1188.34;0;0;0
1422399600;1168.98;0;0;0
1422403200;1190.96;0;0;0
1422406800;1109.25;0;0;0
1422410400;1055.72;0;0;0
1422414000;1012.25;0;0;0
1422417600;984.29;0;0;0
1422421200;939.27;0;0;0
1422424800;908.02;0;0;0
1422428400;881.39;0;0;0
1422432000;859.23;0;0;0
1422435600;855.40;0;0;0
1422439200;880.85;0;0;0
1422442800;902.12;0;0;0
1422446400;1010.79;0;0;0
1422450000;1171.34;0;0;0
1422453600;1273.88;0;0;0
1422457200;1318.70;0;0;0
1422460800;1376.22;0;0;0
1422464400;1366.38;0;0;0
1422468000;1394.81;0;0;0
1422471600;1403.41;0;0;0
1422475200;1385.83;0;0;0
1422478800;1282.91;0;0;0
1422482400;1195.00;0;0;0
1422486000;1205.22;0;0;0
1422489600;1234.14;0;0;0
1422493200;1183.37;0;0;0
1422496800;1146.45;0;0;0
1422500400;1113.25;0;0;0
1422504000;1049.06;0;0;0
1422507600;986.47;0;0;0
1422511200;915.25;0;0;0
1422514800;883.07;0;0;0
1422518400;866.13;0;0;0
1422522000;849.29;0;0;0
1422525600;856.04;0;0;0
1422529200;882.31;0;0;0
1422532800;997.50;0;0;0
1422536400;1194.56;0;0;0
1422540000;1275.41;0;0;0
1422543600;1343.82;0;0;0
1422547200;1382.21;0;0;0
1422550800;1373.24;0;0;0
1422554400;1398.38;0;0;0
1422558000;1412.56;0;0;0
1422561600;1385.37;0;0;0
1422565200;1297.21;0;0;0
1422568800;1175.04;0;0;0
1422572400;1178.25;0;0;0
1422576000;1219.12;0;0;0
1422579600;1170.53;0;0;0
1422583200;1129.54;0;0;0
1422586800;1065.99;0;0;0
1422590400;1006.14;0;0;0
1422594000;966.29;0;0;0
1422597600;940.35;0;0;0
1422601200;889.25;0;0;0
1422604800;882.64;0;0;0
1422608400;877.73;0;0;0
1422612000;887.47;0;0;0
1422615600;934.24;0;0;0
1422619200;1003.20;0;0;0
1422622800;1174.29;0;0;0
1422626400;1271.40;0;0;0
1422630000;1339.26;0;0;0
1422633600;1371.58;0;0;0
1422637200;1367.99;0;0;0
1422640800;1377.65;0;0;0
1422644400;1381.81;0;0;0
1422648000;1364.84;0;0;0
1422651600;1293.45;0;0;0
1422655200;1166.69;0;0;0
1422658800;1185.87;0;0;0
1422662400;1211.14;0;0;0
1422666000;1183.25;0;0;0
1422669600;1137.77;0;0;0
1422673200;1089.60;0;0;0
1422676800;1043.42;0;0;0
1422680400;982.44;0;0;0
1422684000;954.20;0;0;0
1422687600;913.87;0;0;0
1422691200;903.36;0;0;0
1422694800;889.08;0;0;0
1422698400;910.15;0;0;0
1422702000;922.17;0;0;0
1422705600;939.94;0;0;0
1422709200;1077.86;0;0;0
1422712800;1179.66;0;0;0
1422716400;1255.16;0;0;0
1422720000;1253.44;0;0;0
1422723600;1223.61;0;0;0
1422727200;1160.28;0;0;0
1422730800;1124.89;0;0;0
1422734400;1112.42;0;0;0
1422738000;1081.74;0;0;0
1422741600;1064.86;0;0;0
1422745200;1095.57;0;0;0
1422748800;1116.67;0;0;0
1422752400;1094.68;0;0;0
1422756000;1075.21;0;0;0
1422759600;1041.08;0;0;0
1422763200;988.57;0;0;0
1422766800;939.53;0;0;0
1422770400;904.37;0;0;0
1422774000;883.94;0;0;0
1422777600;872.00;0;0;0
1422781200;856.82;0;0;0
1422784800;849.85;0;0;0
1422788400;822.27;0;0;0
1422792000;838.55;0;0;0
1422795600;899.43;0;0;0
1422799200;965.95;0;0;0
1422802800;1002.21;0;0;0
1422806400;1056.40;0;0;0
1422810000;1056.40;0;0;0
1422813600;1077.22;0;0;0
1422817200;1088.72;0;0;0
1422820800;1046.65;0;0;0
1422824400;1017.83;0;0;0
1422828000;1006.12;0;0;0
1422831600;1046.19;0;0;0
1422835200;1091.96;0;0;0
1422838800;1090.47;0;0;0
1422842400;1091.70;0;0;0
1422846000;1034.90;0;0;0
1422849600;994.07;0;0;0
1422853200;943.52;0;0;0
1422856800;905.07;0;0;0
1422860400;879.56;0;0;0
1422864000;866.09;0;0;0
1422867600;867.65;0;0;0
1422871200;894.42;0;0;0
1422874800;932.01;0;0;0
1422878400;1056.60;0;0;0
1422882000;1243.77;0;0;0
1422885600;1374.76;0;0;0
1422889200;1422.23;0;0;0
1422892800;1462.17;0;0;0
1422896400;1459.88;0;0;0
1422900000;1485.66;0;0;0
1422903600;1495.02;0;0;0
1422907200;1457.97;0;0;0
1422910800;1388.30;0;0;0
1422914400;1263.37;0;0;0
1422918000;1249.82;0;0;0
1422921600;1225.96;0;0;0
1422925200;1197.04;0;0;0
1422928800;1164.16;0;0;0
1422932400;1098.19;0;0;0
1422936000;1036.76;0;0;0
1422939600;986.23;0;0;0
1422943200;942.65;0;0;0
1422946800;917.18;0;0;0
1422950400;898.55;0;0;0
1422954000;883.52;0;0;0
1422957600;898.34;0;0;0
1422961200;917.70;0;0;0
1422964800;1033.79;0;0;0
1422968400;1220.78;0;0;0
1422972000;1360.65;0;0;0
1422975600;1424.24;0;0;0
1422979200;1447.15;0;0;0
1422982800;1443.69;0;0;0
1422986400;1471.95;0;0;0
1422990000;1476.57;0;0;0
1422993600;1456.71;0;0;0
1422997200;1366.39;0;0;0
1423000800;1228.87;0;0;0
1423004400;1232.17;0;0;0
1423008000;1211.19;0;0;0
1423011600;1181.05;0;0;0
1423015200;1133.25;0;0;0
1423018800;1074.38;0;0;0
1423022400;1007.27;0;0;0
1423026000;970.38;0;0;0
1423029600;954.02;0;0;0
1423033200;933.74;0;0;0
1423036800;917.10;0;0;0
1423040400;911.27;0;0;0
1423044000;927.46;0;0;0
1423047600;939.93;0;0;0
1423051200;1052.57;0;0;0
1423054800;1232.55;0;0;0
1423058400;1351.53;0;0;0
1423062000;1456.95;0;0;0
1423065600;1458.10;0;0;0
1423069200;1442.42;0;0;0
1423072800;1449.53;0;0;0
1423076400;1433.48;0;0;0
1423080000;1380.02;0;0;0
1423083600;1321.58;0;0;0
1423087200;1206.11;0;0;0
1423090800;1212.85;0;0;0
1423094400;1196.05;0;0;0
1423098000;1159.61;0;0;0
1423101600;1141.65;0;0;0
1423105200;1092.43;0;0;0
1423108800;1033.52;0;0;0
1423112400;1008.40;0;0;0
1423116000;953.27;0;0;0
1423119600;913.85;0;0;0
1423123200;886.91;0;0;0
1423126800;906.59;0;0;0
1423130400;926.18;0;0;0
1423134000;933.39;0;0;0
1423137600;1020.21;0;0;0
1423141200;1192.16;0;0;0
1423144800;1282.76;0;0;0
1423148400;1362.99;0;0;0
1423152000;1400.27;0;0;0
1423155600;1399.66;0;0;0
1423159200;1415.15;0;0;0
1423162800;1425.63;0;0;0
1423166400;1399.34;0;0;0
1423170000;1322.72;0;0;0
1423173600;1196.79;0;0;0
1423177200;1177.14;0;0;0
1423180800;1217.16;0;0;0
1423184400;1159.49;0;0;0
1423188000;1125.36;0;0;0
1423191600;1080.83;0;0;0
1423195200;1036.03;0;0;0
1423198800;967.22;0;0;0
1423202400;968.57;0;0;0
1423206000;919.97;0;0;0
1423209600;900.68;0;0;0
1423213200;887.19;0;0;0
1423216800;894.55;0;0;0
1423220400;939.47;0;0;0
1423224000;1029.92;0;0;0
1423227600;1192.51;0;0;0
1423231200;1295.66;0;0;0
1423234800;1362.08;0;0;0
1423238400;1393.14;0;0;0
1423242000;1380.65;0;0;0
1423245600;1374.26;0;0;0
1423249200;1362.27;0;0;0
1423252800;1322.30;0;0;0
1423256400;1239.44;0;0;0
1423260000;1155.21;0;0;0
1423263600;1186.70;0;0;0
1423267200;1210.24;0;0;0
1423270800;1147.45;0;0;0
1423274400;1120.84;0;0;0
1423278000;1069.15;0;0;0
1423281600;1024.23;0;0;0
1423285200;963.82;0;0;0
1423288800;918.18;0;0;0
1423292400;892.38;0;0;0
1423296000;877.28;0;0;0
1423299600;862.86;0;0;0
1423303200;847.26;0;0;0
1423306800;851.50;0;0;0
1423310400;911.47;0;0;0
1423314000;1031.03;0;0;0
1423317600;1122.96;0;0;0
1423321200;1174.22;0;0;0
1423324800;1196.29;0;0;0
1423328400;1175.61;0;0;0
1423332000;1142.51;0;0;0
1423335600;1131.42;0;0;0
1423339200;1108.32;0;0;0
1423342800;1064.91;0;0;0
1423346400;1041.11;0;0;0
1423350000;1074.92;0;0;0
1423353600;1090.92;0;0;0
1423357200;1073.73;0;0;0
1423360800;1039.55;0;0;0
1423364400;995.09;0;0;0
1423368000;947.06;0;0;0
1423371600;909.07;0;0;0
1423375200;886.75;0;0;0
1423378800;881.62;0;0;0
1423382400;854.95;0;0;0
1423386000;834.49;0;0;0
1423389600;826.14;0;0;0
1423393200;800.93;0;0;0
1423396800;774.01;0;0;0
1423400400;858.68;0;0;0
1423404000;931.39;0;0;0
1423407600;986.78;0;0;0
1423411200;1032.31;0;0;0
1423414800;1022.15;0;0;0
1423418400;1017.38;0;0;0
1423422000;1015.86;0;0;0
1423425600;1016.39;0;0;0
1423429200;1010.49;0;0;0
1423432800;1003.40;0;0;0
1423436400;1059.70;0;0;0
1423440000;1065.25;0;0;0
1423443600;1054.93;0;0;0
1423447200;1038.41;0;0;0
1423450800;1016.72;0;0;0
1423454400;1012.90;0;0;0
1423458000;959.01;0;0;0
1423461600;880.59;0;0;0
1423465200;851.12;0;0;0
1423468800;833.86;0;0;0
1423472400;833.75;0;0;0
