date,hour,load
10/14/2011,11,1167.47
10/14/2011,12,1180.86
10/14/2011,13,1161.63
10/14/2011,14,1166.32
10/14/2011,15,1144.24
10/14/2011,16,1084.68
10/14/2011,17,1028.58
10/14/2011,18,999.74
10/14/2011,19,1008.84
10/14/2011,20,983.47
10/14/2011,21,939.81
10/14/2011,22,902.92
10/14/2011,23,850.77
10/14/2011,24,797.96
10/15/2011,1,753.87
10/15/2011,2,722.18
10/15/2011,3,713.52
10/15/2011,4,704.53
10/15/2011,5,706.66
10/15/2011,6,714.84
10/15/2011,7,719.12
10/15/2011,8,807.46
10/15/2011,9,911.27
10/15/2011,10,970.85
10/15/2011,11,983.78
10/15/2011,12,959.18
10/15/2011,13,930.93
10/15/2011,14,911.99
10/15/2011,15,884.07
10/15/2011,16,866.13
10/15/2011,17,846.01
10/15/2011,18,873.91
10/15/2011,19,913.09
10/15/2011,20,889.74
10/15/2011,21,855.26
10/15/2011,22,824.46
10/15/2011,23,784.21
10/15/2011,24,751.47
10/16/2011,1,712.44
10/16/2011,2,687.39
10/16/2011,3,674.94
10/16/2011,4,667.35
10/16/2011,5,658.48
10/16/2011,6,664.64
10/16/2011,7,636.67
10/16/2011,8,688.03
10/16/2011,9,726.16
10/16/2011,10,761.11
10/16/2011,11,799.51
10/16/2011,12,801.89
10/16/2011,13,816.19
10/16/2011,14,807.4
10/16/2011,15,783.2
10/16/2011,16,767.02
10/16/2011,17,760.7
10/16/2011,18,806.01
10/16/2011,19,857.75
10/16/2011,20,849.9
10/16/2011,21,830.21
10/16/2011,22,800.42
10/16/2011,23,741.24
10/16/2011,24,711.43
10/17/2011,1,685.37
10/17/2011,2,661.22
10/17/2011,3,652.31
10/17/2011,4,642.83
10/17/2011,5,663.3
10/17/2011,6,713.21
10/17/2011,7,739.76
10/17/2011,8,876.05
10/17/2011,9,983.03
10/17/2011,10,1046.47
10/17/2011,11,1070.99
10/17/2011,12,1074.33
10/17/2011,13,1063.53
10/17/2011,14,1065.58
10/17/2011,15,1064.07
10/17/2011,16,1017.43
10/17/2011,17,968.14
10/17/2011,18,941.46
10/17/2011,19,977.56
10/17/2011,20,934.96
10/17/2011,21,894.55
10/17/2011,22,838.79
10/17/2011,23,777.3
10/17/2011,24,722.42
10/18/2011,1,688.02
10/18/2011,2,667.51
10/18/2011,3,657.16
10/18/2011,4,651.42
10/18/2011,5,667.2
10/18/2011,6,712.64
10/18/2011,7,733.06
10/18/2011,8,864.03
10/18/2011,9,980.24
10/18/2011,10,1063.93
10/18/2011,11,1097.69
10/18/2011,12,1086.6
10/18/2011,13,1077.19
10/18/2011,14,1080.25
10/18/2011,15,1063.66
10/18/2011,16,1032.03
10/18/2011,17,973.88
10/18/2011,18,939.14
10/18/2011,19,978.68
10/18/2011,20,946.2
10/18/2011,21,894.77
10/18/2011,22,844.89
10/18/2011,23,775.85
10/18/2011,24,732.21
10/19/2011,1,697.5
10/19/2011,2,671.67
10/19/2011,3,660.31
10/19/2011,4,657.74
10/19/2011,5,665.32
10/19/2011,6,712.51
10/19/2011,7,739.81
10/19/2011,8,878.56
10/19/2011,9,1009.55
10/19/2011,10,1091.15
10/19/2011,11,1130.23
10/19/2011,12,1128.76
10/19/2011,13,1131.15
10/19/2011,14,1143.04
10/19/2011,15,1124.9
10/19/2011,16,1070.49
10/19/2011,17,1005.03
10/19/2011,18,953.89
10/19/2011,19,1004.41
10/19/2011,20,962.24
10/19/2011,21,919.03
10/19/2011,22,866.36
10/19/2011,23,808.88
10/19/2011,24,751.62
10/20/2011,1,710.88
10/20/2011,2,691.93
10/20/2011,3,675.35
10/20/2011,4,669.71
10/20/2011,5,681.14
10/20/2011,6,710.68
10/20/2011,7,741.01
10/20/2011,8,872.26
10/20/2011,9,984.79
10/20/2011,10,1070.24
10/20/2011,11,1108.8
10/20/2011,12,1114.4
10/20/2011,13,1079.75
10/20/2011,14,1078.41
10/20/2011,15,1069.98
10/20/2011,16,1024.95
10/20/2011,17,969.81
10/20/2011,18,951.82
10/20/2011,19,983.1
10/20/2011,20,950.85
10/20/2011,21,893.86
10/20/2011,22,856.28
10/20/2011,23,791.8
10/20/2011,24,740.22
10/21/2011,1,708.72
10/21/2011,2,691.98
10/21/2011,3,674.03
10/21/2011,4,668.13
10/21/2011,5,681.21
10/21/2011,6,706.4
10/21/2011,7,738.25
10/21/2011,8,877.92
10/21/2011,9,1003.75
10/21/2011,10,1085.18
10/21/2011,11,1105.53
10/21/2011,12,1114.98
10/21/2011,13,1101.83
10/21/2011,14,1110.58
10/21/2011,15,1070.19
10/21/2011,16,1028.65
10/21/2011,17,965.42
10/21/2011,18,942.6
10/21/2011,19,957.92
10/21/2011,20,915.16
10/21/2011,21,881.79
10/21/2011,22,828.7
10/21/2011,23,782.15
10/21/2011,24,738.87
10/22/2011,1,703.05
10/22/2011,2,678.66
10/22/2011,3,666.45
10/22/2011,4,656.09
10/22/2011,5,655.38
10/22/2011,6,652.48
10/22/2011,7,671.35
10/22/2011,8,767.13
10/22/2011,9,878.36
10/22/2011,10,954.75
10/22/2011,11,966.11
10/22/2011,12,966.75
10/22/2011,13,935.28
10/22/2011,14,918.92
10/22/2011,15,896.53
10/22/2011,16,862.57
10/22/2011,17,825.73
10/22/2011,18,841.96
10/22/2011,19,934.68
10/22/2011,20,898.69
10/22/2011,21,864.2
10/22/2011,22,830.19
10/22/2011,23,783.55
10/22/2011,24,733.13
10/23/2011,1,698.19
10/23/2011,2,662.99
10/23/2011,3,645.71
10/23/2011,4,630.13
10/23/2011,5,624.85
10/23/2011,6,613.25
10/23/2011,7,606.22
10/23/2011,8,655.13
10/23/2011,9,699.97
10/23/2011,10,732.03
10/23/2011,11,775.53
10/23/2011,12,795.11
10/23/2011,13,801.61
10/23/2011,14,795.7
10/23/2011,15,778.7
10/23/2011,16,767.72
10/23/2011,17,751.47
10/23/2011,18,774.54
10/23/2011,19,862.38
10/23/2011,20,848.55
10/23/2011,21,833.64
10/23/2011,22,800.83
10/23/2011,23,740.24
10/23/2011,24,696.39
10/24/2011,1,656.14
10/24/2011,2,640.41
10/24/2011,3,620.93
10/24/2011,4,620.57
10/24/2011,5,632.59
10/24/2011,6,668.66
10/24/2011,7,714.45
10/24/2011,8,889.61
10/24/2011,9,1032.51
10/24/2011,10,1120.31
10/24/2011,11,1140.04
10/24/2011,12,1153.52
10/24/2011,13,1143.03
10/24/2011,14,1165.23
10/24/2011,15,1159.42
10/24/2011,16,1076.31
10/24/2011,17,987.81
10/24/2011,18,952.2
10/24/2011,19,992.91
10/24/2011,20,949.36
10/24/2011,21,909.71
10/24/2011,22,864.63
10/24/2011,23,802.8
10/24/2011,24,745.02
10/25/2011,1,707.07
10/25/2011,2,682.72
10/25/2011,3,670.58
10/25/2011,4,653.35
10/25/2011,5,671.89
10/25/2011,6,705.04
10/25/2011,7,733.4
10/25/2011,8,895.58
10/25/2011,9,1033.04
10/25/2011,10,1114.91
10/25/2011,11,1151.24
10/25/2011,12,1154.72
10/25/2011,13,1153.69
10/25/2011,14,1132.35
10/25/2011,15,1134.1
10/25/2011,16,1083.76
10/25/2011,17,1030.15
10/25/2011,18,979.06
10/25/2011,19,1019.22
10/25/2011,20,978.31
10/25/2011,21,931.06
10/25/2011,22,874.38
10/25/2011,23,814.89
10/25/2011,24,760.09
10/26/2011,1,716.67
10/26/2011,2,688.34
10/26/2011,3,677.4
10/26/2011,4,669.36
10/26/2011,5,679.81
10/26/2011,6,726.69
10/26/2011,7,742.68
10/26/2011,8,894.07
10/26/2011,9,1007.68
10/26/2011,10,1108.93
10/26/2011,11,1154.36
10/26/2011,12,1168.67
10/26/2011,13,1162.02
10/26/2011,14,1163.21
10/26/2011,15,1133.45
10/26/2011,16,1089.6
10/26/2011,17,1035.76
10/26/2011,18,1001.5
10/26/2011,19,1034.8
10/26/2011,20,991.85
10/26/2011,21,942.47
10/26/2011,22,891.6
10/26/2011,23,830.42
10/26/2011,24,771.25
10/27/2011,1,729.23
10/27/2011,2,706.24
10/27/2011,3,688.7
10/27/2011,4,680.78
10/27/2011,5,690.3
10/27/2011,6,725.14
10/27/2011,7,750.78
10/27/2011,8,913.94
10/27/2011,9,1033.7
10/27/2011,10,1117
10/27/2011,11,1139.68
10/27/2011,12,1149.1
10/27/2011,13,1164.94
10/27/2011,14,1174.13
10/27/2011,15,1145.36
10/27/2011,16,1096.22
10/27/2011,17,1026.96
10/27/2011,18,985.54
10/27/2011,19,1012.05
10/27/2011,20,962.83
10/27/2011,21,925.92
10/27/2011,22,876.71
10/27/2011,23,830.35
10/27/2011,24,776.2
10/28/2011,1,736.83
10/28/2011,2,713.82
10/28/2011,3,689.49
10/28/2011,4,686.12
10/28/2011,5,692.65
10/28/2011,6,724.24
10/28/2011,7,736.07
10/28/2011,8,906.43
10/28/2011,9,1029.57
10/28/2011,10,1120.91
10/28/2011,11,1162.11
10/28/2011,12,1155.47
10/28/2011,13,1154.21
10/28/2011,14,1148.2
10/28/2011,15,1139.92
10/28/2011,16,1088.63
10/28/2011,17,1001.61
10/28/2011,18,970.82
10/28/2011,19,1001.75
10/28/2011,20,964.89
10/28/2011,21,918.83
10/28/2011,22,860.26
10/28/2011,23,821.13
10/28/2011,24,762.07
10/29/2011,1,720.72
10/29/2011,2,707.97
10/29/2011,3,685.51
10/29/2011,4,670.93
10/29/2011,5,675.73
10/29/2011,6,688.47
10/29/2011,7,684.79
10/29/2011,8,767.83
10/29/2011,9,845.68
10/29/2011,10,904.11
10/29/2011,11,933.16
10/29/2011,12,927.22
10/29/2011,13,884.82
10/29/2011,14,864.75
10/29/2011,15,849.69
10/29/2011,16,822.19
10/29/2011,17,826.63
10/29/2011,18,874.06
10/29/2011,19,878.83
10/29/2011,20,844.8
10/29/2011,21,811.51
10/29/2011,22,779.54
10/29/2011,23,725.69
10/29/2011,24,695.68
10/30/2011,1,661.95
10/30/2011,2,636.73
10/30/2011,3,624.84
10/30/2011,4,613.3
10/30/2011,5,610.19
10/30/2011,6,617.86
10/30/2011,7,594.7
10/30/2011,8,632.16
10/30/2011,9,692.18
10/30/2011,10,727.97
10/30/2011,11,774.84
10/30/2011,12,787.95
10/30/2011,13,796.58
10/30/2011,14,785.09
10/30/2011,15,771.22
10/30/2011,16,741.99
10/30/2011,17,752.07
10/30/2011,18,803.26
10/30/2011,19,834.13
10/30/2011,20,818.73
10/30/2011,21,794.57
10/30/2011,22,742.76
10/30/2011,23,706.62
10/30/2011,24,668.42
10/31/2011,1,638.76
10/31/2011,2,613.65
10/31/2011,3,597.15
10/31/2011,4,593.25
10/31/2011,5,613.61
10/31/2011,6,657.98
10/31/2011,7,680.5
10/31/2011,8,821.09
10/31/2011,9,964.6
10/31/2011,10,1040.07
10/31/2011,11,1072.99
10/31/2011,12,1063.03
10/31/2011,13,1061.76
10/31/2011,14,1070.52
10/31/2011,15,1051.92
10/31/2011,16,1006.43
10/31/2011,17,951.72
10/31/2011,18,925.61
10/31/2011,19,937.42
10/31/2011,20,903.55
10/31/2011,21,854.96
10/31/2011,22,807.22
10/31/2011,23,753.99
10/31/2011,24,698.25
11/1/2011,1,657.93
11/1/2011,2,642.55
11/1/2011,3,621.6
11/1/2011,4,614.91
11/1/2011,5,634.1
11/1/2011,6,672.21
11/1/2011,7,709.67
11/1/2011,8,881.94
11/1/2011,9,999.93
11/1/2011,10,1082.04
11/1/2011,11,1138.4
11/1/2011,12,1144.72
11/1/2011,13,1141.21
11/1/2011,14,1151.43
11/1/2011,15,1118.48
11/1/2011,16,1056.72
11/1/2011,17,975.25
11/1/2011,18,942.43
11/1/2011,19,976.61
11/1/2011,20,941.54
11/1/2011,21,910.57
11/1/2011,22,855.6
11/1/2011,23,807.6
11/1/2011,24,740.74
11/2/2011,1,704.65
11/2/2011,2,676.18
11/2/2011,3,665.49
11/2/2011,4,654.26
11/2/2011,5,634.62
11/2/2011,6,650.68
11/2/2011,7,698.69
11/2/2011,8,856.04
11/2/2011,9,991.14
11/2/2011,10,1078.81
11/2/2011,11,1117.62
11/2/2011,12,1116.17
11/2/2011,13,1099.22
11/2/2011,14,1096.12
11/2/2011,15,1071.98
11/2/2011,16,1015.01
11/2/2011,17,939.34
11/2/2011,18,892.75
11/2/2011,19,964.39
11/2/2011,20,932.23
11/2/2011,21,901.85
11/2/2011,22,858.58
11/2/2011,23,793.77
11/2/2011,24,733.05
11/3/2011,1,708.58
11/3/2011,2,682.73
11/3/2011,3,664.66
11/3/2011,4,651.16
11/3/2011,5,653.42
11/3/2011,6,644.72
11/3/2011,7,634.26
11/3/2011,8,659.96
11/3/2011,9,712.92
11/3/2011,10,761.45
11/3/2011,11,800.21
11/3/2011,12,796.73
11/3/2011,13,769.75
11/3/2011,14,746.03
11/3/2011,15,741.29
11/3/2011,16,711.9
11/3/2011,17,718.51
11/3/2011,18,775.75
11/3/2011,19,828.26
11/3/2011,20,813.99
11/3/2011,21,778.73
11/3/2011,22,755.62
11/3/2011,23,704.88
11/3/2011,24,677.49
11/4/2011,1,654.48
11/4/2011,2,634.98
11/4/2011,3,623.31
11/4/2011,4,624.41
11/4/2011,5,612.96
11/4/2011,6,649.7
11/4/2011,7,639.34
11/4/2011,8,697.29
11/4/2011,9,737.77
11/4/2011,10,789.49
11/4/2011,11,820.87
11/4/2011,12,826.34
11/4/2011,13,814.82
11/4/2011,14,794.73
11/4/2011,15,793.66
11/4/2011,16,750.93
11/4/2011,17,758.29
11/4/2011,18,783.08
11/4/2011,19,857.17
11/4/2011,20,849.48
11/4/2011,21,828.27
11/4/2011,22,786.14
11/4/2011,23,743.21
11/4/2011,24,698.63
11/5/2011,1,675.08
11/5/2011,2,655.03
11/5/2011,3,644.44
11/5/2011,4,627.23
11/5/2011,5,633.43
11/5/2011,6,626.62
11/5/2011,7,628.88
11/5/2011,8,679.61
11/5/2011,9,728.92
11/5/2011,10,780.41
11/5/2011,11,815.84
11/5/2011,12,837.08
11/5/2011,13,812.86
11/5/2011,14,792.39
11/5/2011,15,776.98
11/5/2011,16,759.67
11/5/2011,17,747.06
11/5/2011,18,776.52
11/5/2011,19,844.03
11/5/2011,20,833.14
11/5/2011,21,810.3
11/5/2011,22,784.34
11/5/2011,23,758.13
11/5/2011,24,711.98
11/6/2011,1,681.04
11/6/2011,2,653.62
11/6/2011,3,635.02
11/6/2011,4,627.45
11/6/2011,5,630.93
11/6/2011,6,628.53
11/6/2011,7,606.83
11/6/2011,8,640.74
11/6/2011,9,683.49
11/6/2011,10,722.87
11/6/2011,11,775.4
11/6/2011,12,803.6
11/6/2011,13,812.13
11/6/2011,14,803.72
11/6/2011,15,777.66
11/6/2011,16,771.39
11/6/2011,17,767.51
11/6/2011,18,817.24
11/6/2011,19,875.77
11/6/2011,20,865.51
11/6/2011,21,843.91
11/6/2011,22,815.67
11/6/2011,23,762.44
11/6/2011,24,714.78
11/7/2011,1,679.88
11/7/2011,2,656.4
11/7/2011,3,645.35
11/7/2011,4,638.1
11/7/2011,5,651.82
11/7/2011,6,693.55
11/7/2011,7,722.9
11/7/2011,8,906.56
11/7/2011,9,1060.46
11/7/2011,10,1142.47
11/7/2011,11,1144.23
11/7/2011,12,1128.6
11/7/2011,13,1117.25
11/7/2011,14,1128.44
11/7/2011,15,1114.68
11/7/2011,16,1072.95
11/7/2011,17,1003.71
11/7/2011,18,974.81
11/7/2011,19,989.56
11/7/2011,20,953.14
11/7/2011,21,906.78
11/7/2011,22,858.29
11/7/2011,23,772.78
11/7/2011,24,708.38
11/8/2011,1,693.45
11/8/2011,2,665.36
11/8/2011,3,658.39
11/8/2011,4,655.05
11/8/2011,5,669.29
11/8/2011,6,701.68
11/8/2011,7,729.86
11/8/2011,8,903.85
11/8/2011,9,1046.24
11/8/2011,10,1119.72
11/8/2011,11,1146.89
11/8/2011,12,1136.22
11/8/2011,13,1132.68
11/8/2011,14,1144.16
11/8/2011,15,1138.29
11/8/2011,16,1055.16
11/8/2011,17,980.44
11/8/2011,18,953.82
11/8/2011,19,951.54
11/8/2011,20,949.7
11/8/2011,21,874.17
11/8/2011,22,823.38
11/8/2011,23,754.73
11/8/2011,24,699.48
11/9/2011,1,676.31
11/9/2011,2,653.44
11/9/2011,3,635.71
11/9/2011,4,623.2
11/9/2011,5,627.78
11/9/2011,6,668.45
11/9/2011,7,695.23
11/9/2011,8,847.32
11/9/2011,9,970.1
11/9/2011,10,1062.91
11/9/2011,11,1107.03
11/9/2011,12,1095.06
11/9/2011,13,1112.96
11/9/2011,14,1113.62
11/9/2011,15,1077.23
11/9/2011,16,1015.06
11/9/2011,17,952.98
11/9/2011,18,923.7
11/9/2011,19,940.79
11/9/2011,20,901.43
11/9/2011,21,864.08
11/9/2011,22,819.49
11/9/2011,23,753.47
11/9/2011,24,693.54
11/10/2011,1,672.29
11/10/2011,2,653.63
11/10/2011,3,644.18
11/10/2011,4,639.09
11/10/2011,5,634.28
11/10/2011,6,639.12
11/10/2011,7,630.67
11/10/2011,8,692.56
11/10/2011,9,754.89
11/10/2011,10,791.11
11/10/2011,11,820.78
11/10/2011,12,836.58
11/10/2011,13,838.24
11/10/2011,14,823.68
11/10/2011,15,813.74
11/10/2011,16,780.61
11/10/2011,17,749.28
11/10/2011,18,778.02
11/10/2011,19,841.58
11/10/2011,20,814.27
11/10/2011,21,795.57
11/10/2011,22,788.88
11/10/2011,23,741.72
11/10/2011,24,699.92
11/11/2011,1,662.76
11/11/2011,2,649.35
11/11/2011,3,637.92
11/11/2011,4,635.15
11/11/2011,5,638.91
11/11/2011,6,685.1
11/11/2011,7,714.24
11/11/2011,8,854.83
11/11/2011,9,970.93
11/11/2011,10,1053.4
11/11/2011,11,1085.25
11/11/2011,12,1095.18
11/11/2011,13,1063.69
11/11/2011,14,1072.01
11/11/2011,15,1042.01
11/11/2011,16,986.55
11/11/2011,17,922.58
11/11/2011,18,892.51
11/11/2011,19,922.64
11/11/2011,20,908.04
11/11/2011,21,840.14
11/11/2011,22,790.67
11/11/2011,23,737.35
11/11/2011,24,693.91
11/12/2011,1,666.85
11/12/2011,2,642.25
11/12/2011,3,622.52
11/12/2011,4,613.42
11/12/2011,5,616.3
11/12/2011,6,641.3
11/12/2011,7,639.26
11/12/2011,8,752.46
11/12/2011,9,845.81
11/12/2011,10,898.86
11/12/2011,11,871.19
11/12/2011,12,878.88
11/12/2011,13,835.43
11/12/2011,14,833.08
11/12/2011,15,784.81
11/12/2011,16,839.19
11/12/2011,17,793.46
11/12/2011,18,818.07
11/12/2011,19,854.51
11/12/2011,20,806.95
11/12/2011,21,781.83
11/12/2011,22,718.02
11/12/2011,23,660.94
11/12/2011,24,625.64
11/13/2011,1,601.03
11/13/2011,2,586.22
11/13/2011,3,571.95
11/13/2011,4,549.66
11/13/2011,5,547.94
11/13/2011,6,557.18
11/13/2011,7,544.54
11/13/2011,8,572.32
11/13/2011,9,619.23
11/13/2011,10,676.14
11/13/2011,11,708.65
11/13/2011,12,736.28
11/13/2011,13,758.15
11/13/2011,14,737.37
11/13/2011,15,731.58
11/13/2011,16,723.3
11/13/2011,17,727.28
11/13/2011,18,775.26
11/13/2011,19,792.36
11/13/2011,20,793.85
11/13/2011,21,763.43
11/13/2011,22,719.57
11/13/2011,23,659.84
11/13/2011,24,624.48
11/14/2011,1,592.52
11/14/2011,2,567.28
11/14/2011,3,557.88
11/14/2011,4,564.22
11/14/2011,5,570.34
11/14/2011,6,616.98
11/14/2011,7,655.56
11/14/2011,8,808.19
11/14/2011,9,946.98
11/14/2011,10,1052.78
11/14/2011,11,1081.93
11/14/2011,12,1089.55
11/14/2011,13,1094.69
11/14/2011,14,1093.53
11/14/2011,15,1064.94
11/14/2011,16,1022.97
11/14/2011,17,934.62
11/14/2011,18,915.82
11/14/2011,19,925.77
11/14/2011,20,885.98
11/14/2011,21,829.61
11/14/2011,22,779.23
11/14/2011,23,717.69
11/14/2011,24,662.49
11/15/2011,1,627.3
11/15/2011,2,607.53
11/15/2011,3,591.22
11/15/2011,4,582.92
11/15/2011,5,595.66
11/15/2011,6,628.75
11/15/2011,7,655.89
11/15/2011,8,813.43
11/15/2011,9,961.76
11/15/2011,10,1066.83
11/15/2011,11,1114.93
11/15/2011,12,1110.65
11/15/2011,13,1098.79
11/15/2011,14,1131.48
11/15/2011,15,1100.86
11/15/2011,16,1066.94
11/15/2011,17,986.36
11/15/2011,18,942.5
11/15/2011,19,984.93
11/15/2011,20,950.98
11/15/2011,21,879.54
11/15/2011,22,838.44
11/15/2011,23,770.51
11/15/2011,24,714.36
11/16/2011,1,680.03
11/16/2011,2,650.21
11/16/2011,3,633.05
11/16/2011,4,622.55
11/16/2011,5,626.74
11/16/2011,6,669.89
11/16/2011,7,683.85
11/16/2011,8,850.24
11/16/2011,9,993.02
11/16/2011,10,1081.75
11/16/2011,11,1151.42
11/16/2011,12,1158.8
11/16/2011,13,1121.61
11/16/2011,14,1136.3
11/16/2011,15,1139.21
11/16/2011,16,1094.54
11/16/2011,17,1031.99
11/16/2011,18,989.44
11/16/2011,19,1008.15
11/16/2011,20,966.54
11/16/2011,21,920.04
11/16/2011,22,874.06
11/16/2011,23,822.81
11/16/2011,24,777.76
11/17/2011,1,726.64
11/17/2011,2,705.16
11/17/2011,3,673.13
11/17/2011,4,676.67
11/17/2011,5,673.39
11/17/2011,6,733.05
11/17/2011,7,748.49
11/17/2011,8,902.5
11/17/2011,9,1036.13
11/17/2011,10,1098.46
11/17/2011,11,1105.47
11/17/2011,12,1095.93
11/17/2011,13,1096.39
11/17/2011,14,1092.92
11/17/2011,15,1071.77
11/17/2011,16,1030.21
11/17/2011,17,969.93
11/17/2011,18,955.27
11/17/2011,19,974.78
11/17/2011,20,938.9
11/17/2011,21,888.97
11/17/2011,22,845.7
11/17/2011,23,795.02
11/17/2011,24,740.71
11/18/2011,1,705.5
11/18/2011,2,672.62
11/18/2011,3,666.78
11/18/2011,4,651.73
11/18/2011,5,670.69
11/18/2011,6,709.98
11/18/2011,7,728.38
11/18/2011,8,883.6
11/18/2011,9,998.7
11/18/2011,10,1102.1
11/18/2011,11,1141.68
11/18/2011,12,1138.74
11/18/2011,13,1093.78
11/18/2011,14,1094.66
11/18/2011,15,1077.67
11/18/2011,16,1024.43
11/18/2011,17,957.27
11/18/2011,18,940.99
11/18/2011,19,966.55
11/18/2011,20,920.73
11/18/2011,21,880.43
11/18/2011,22,823.29
11/18/2011,23,779.86
11/18/2011,24,739.9
11/19/2011,1,703.56
11/19/2011,2,683.85
11/19/2011,3,667.91
11/19/2011,4,658.58
11/19/2011,5,667.87
11/19/2011,6,673.63
11/19/2011,7,680.94
11/19/2011,8,753.77
11/19/2011,9,831.66
11/19/2011,10,898.35
11/19/2011,11,940.51
11/19/2011,12,928.08
11/19/2011,13,900.04
11/19/2011,14,874.31
11/19/2011,15,822.07
11/19/2011,16,812.41
11/19/2011,17,797.61
11/19/2011,18,856.5
11/19/2011,19,879.13
11/19/2011,20,858.81
11/19/2011,21,814.64
11/19/2011,22,773.71
11/19/2011,23,719.01
11/19/2011,24,690.59
11/20/2011,1,658.2
11/20/2011,2,641.52
11/20/2011,3,625.45
11/20/2011,4,608.56
11/20/2011,5,601.21
11/20/2011,6,603.69
11/20/2011,7,582.44
11/20/2011,8,624.3
11/20/2011,9,670.65
11/20/2011,10,708.82
11/20/2011,11,759.24
11/20/2011,12,781.51
11/20/2011,13,783.89
11/20/2011,14,787.79
11/20/2011,15,785.95
11/20/2011,16,790.66
11/20/2011,17,776.88
11/20/2011,18,820
11/20/2011,19,865.66
11/20/2011,20,855.16
11/20/2011,21,829.11
11/20/2011,22,789.05
11/20/2011,23,744.58
11/20/2011,24,695.08
11/21/2011,1,666.96
11/21/2011,2,651.9
11/21/2011,3,639.32
11/21/2011,4,629.38
11/21/2011,5,641.44
11/21/2011,6,683.23
11/21/2011,7,708.54
11/21/2011,8,877.35
11/21/2011,9,1023.76
11/21/2011,10,1088.51
11/21/2011,11,1128.77
11/21/2011,12,1146.6
11/21/2011,13,1122.38
11/21/2011,14,1112.56
11/21/2011,15,1096.29
11/21/2011,16,1063.84
11/21/2011,17,996.83
11/21/2011,18,958.07
11/21/2011,19,987.22
11/21/2011,20,950.85
11/21/2011,21,903.18
11/21/2011,22,853.92
11/21/2011,23,787.84
11/21/2011,24,733.96
11/22/2011,1,687.17
11/22/2011,2,672.12
11/22/2011,3,658.49
11/22/2011,4,649.98
11/22/2011,5,664.94
11/22/2011,6,697.12
11/22/2011,7,721.88
11/22/2011,8,855.61
11/22/2011,9,985.78
11/22/2011,10,1079.85
11/22/2011,11,1134.27
11/22/2011,12,1149.29
11/22/2011,13,1171.37
11/22/2011,14,1183.57
11/22/2011,15,1166.44
11/22/2011,16,1110.75
11/22/2011,17,1027.15
11/22/2011,18,989.78
11/22/2011,19,1007.14
11/22/2011,20,961.32
11/22/2011,21,918.29
11/22/2011,22,860.84
11/22/2011,23,804.09
11/22/2011,24,739.51
11/23/2011,1,702.88
11/23/2011,2,676.85
11/23/2011,3,661.36
11/23/2011,4,651.43
11/23/2011,5,664.17
11/23/2011,6,701.28
11/23/2011,7,732.84
11/23/2011,8,877.92
11/23/2011,9,1031.83
11/23/2011,10,1127.14
11/23/2011,11,1155.73
11/23/2011,12,1168.7
11/23/2011,13,1185.44
11/23/2011,14,1202.65
11/23/2011,15,1185.18
11/23/2011,16,1098.34
11/23/2011,17,1028.57
11/23/2011,18,984.01
11/23/2011,19,1026.97
11/23/2011,20,974.55
11/23/2011,21,932.97
11/23/2011,22,875.96
11/23/2011,23,814.99
11/23/2011,24,752.16
11/24/2011,1,714.35
11/24/2011,2,692.85
11/24/2011,3,673.97
11/24/2011,4,666.14
11/24/2011,5,677.44
11/24/2011,6,714.36
11/24/2011,7,727.47
11/24/2011,8,889.23
11/24/2011,9,1041.13
11/24/2011,10,1130.8
11/24/2011,11,1180.02
11/24/2011,12,1180.4
11/24/2011,13,1192.46
11/24/2011,14,1198.74
11/24/2011,15,1174.4
11/24/2011,16,1132.33
11/24/2011,17,1053.49
11/24/2011,18,1039.25
11/24/2011,19,1063.74
11/24/2011,20,1005.52
11/24/2011,21,956.54
11/24/2011,22,901.44
11/24/2011,23,834.68
11/24/2011,24,778.39
11/25/2011,1,740.48
11/25/2011,2,715.29
11/25/2011,3,698.98
11/25/2011,4,695.18
11/25/2011,5,697.34
11/25/2011,6,738.46
11/25/2011,7,729.96
11/25/2011,8,888
11/25/2011,9,1044.77
11/25/2011,10,1125.46
11/25/2011,11,1152.69
11/25/2011,12,1149.22
11/25/2011,13,1135.25
11/25/2011,14,1138.71
11/25/2011,15,1113.52
11/25/2011,16,1067.72
11/25/2011,17,990.96
11/25/2011,18,952.63
11/25/2011,19,987.49
11/25/2011,20,972.51
11/25/2011,21,928.91
11/25/2011,22,865.55
11/25/2011,23,817.64
11/25/2011,24,761.7
11/26/2011,1,723.99
11/26/2011,2,707.21
11/26/2011,3,691.49
11/26/2011,4,657.99
11/26/2011,5,657.59
11/26/2011,6,662.18
11/26/2011,7,667.9
11/26/2011,8,761.74
11/26/2011,9,893.47
11/26/2011,10,972.3
11/26/2011,11,993.15
11/26/2011,12,985.78
11/26/2011,13,964.86
11/26/2011,14,918.4
11/26/2011,15,899.88
11/26/2011,16,864.53
11/26/2011,17,841.12
11/26/2011,18,880.33
11/26/2011,19,933.35
11/26/2011,20,911.89
11/26/2011,21,871.18
11/26/2011,22,835.13
11/26/2011,23,792.19
11/26/2011,24,749.35
11/27/2011,1,719.43
11/27/2011,2,683.98
11/27/2011,3,670.42
11/27/2011,4,660.44
11/27/2011,5,649.12
11/27/2011,6,654.67
11/27/2011,7,629.74
11/27/2011,8,683.64
11/27/2011,9,733.6
11/27/2011,10,779.05
11/27/2011,11,822.94
11/27/2011,12,832.8
11/27/2011,13,840.01
